" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0029938","nm0507390","Border Wolves","Border Wolves","1938","Action,Adventure,Comedy"
"tt0029944","nm0163229","Break the News","Break the News","1938","Comedy,Musical"
"tt0029963","nm0747974","Campesinos de ayer y de hoy","Campesinos de ayer y de hoy","1938","Documentary,Short"
"tt0029968","nm0728774","Capriccio","Capriccio","1938","Comedy,Musical"
"tt0029970","nm0020980","The Captain's Pup","The Captain's Pup","1938","Animation,Comedy,Family"
"tt0030089","nm0634524,nm0178313","The Duke Is Tops","The Duke Is Tops","1938","Musical"
"tt0030105","nm0898160","España ante el mundo","España ante el mundo","1938","Documentary,Short,War"
"tt0030131","nm0155644","Fight to the Last","Fight to the Last","1938","Drama,War"
"tt0030155","nm0537881","Mrs. Sylvelin","Frau Sylvelin","1938","Drama,Romance"
"tt0030172","nm0366781","Gastspiel im Paradies","Gastspiel im Paradies","1938","Comedy,Romance"
"tt0030229","nm0002179","Her Jungle Love","Her Jungle Love","1938","Action,Adventure,Music"
"tt0030233","nm0576940","The Higgins Family","The Higgins Family","1938","Comedy"
"tt0027482","nm0127511,nm0453245","Criminal Lawyer","Criminal Lawyer","1937","Action,Crime,Drama"
"tt0028113","nm0617358","Pogányok","Pogányok","1937",NULL
"tt0028179","nm0578933","Ribatejo Inundado","Ribatejo Inundado","1937","Documentary"
"tt0028553","nm0909436","Adolf Armstarke","Adolf Armstarke","1937","Comedy,Romance"
"tt0028578","nm0127511","Annapolis Salute","Annapolis Salute","1937","Drama,Romance"
"tt0028640","nm0734845","Bleka greven","Bleka greven","1937","Comedy"
"tt0028708","nm0401680","Charlie Chan at the Olympics","Charlie Chan at the Olympics","1937","Comedy,Crime,Mystery"
"tt0028775","nm0531674","Death Croons the Blues","Death Croons the Blues","1937","Crime"
"tt0028789","nm0006943","Ditto","Ditto","1937","Comedy,Short"
"tt0028815","nm0788391","Duniya Na Mane","Duniya Na Mane","1937","Drama"
"tt0028885","nm0384682","Follow Your Star","Follow Your Star","1938","Musical"
"tt0028942","nm0584778","God's Step Children","God's Step Children","1938","Drama"
"tt0028960","nm0924901","Grips, Grunts and Groans","Grips, Grunts and Groans","1937","Comedy,Short,Sport"
"tt0028961","nm0283974","Guernica","Guernica","1937","Documentary,Short,War"
"tt0028989","nm0418131","Heiratsinstitut Ida & Co","Heiratsinstitut Ida & Co","1937",NULL
"tt0029005","nm0102908","Hittin' the Trail","Hittin' the Trail","1937","Action,Adventure,Comedy"
"tt0029006","nm0909825","Hitting a New High","Hitting a New High","1937","Comedy,Musical,Romance"
"tt0029021","nm0460667,nm0281487","Hospitaliky","Hospitaliky","1937","Animation,Comedy,Family"
"tt0029034","nm0523893","I Cover the War!","I Cover the War!","1937","Action,Drama,Romance"
"tt0029065","nm0338017,nm0637450","The Jester","Der Purimshpiler","1937","Drama,Romance"
"tt0029074","nm0621540","Learn from Experience, Part II","Kafuku kôhen","1937",NULL
"tt0029110","nm0482742","Die Landstreicher","Die Landstreicher","1937",NULL
"tt0029166","nm0342417","Love Is on the Air","Love Is on the Air","1937","Crime,Drama,Mystery"
"tt0029197","nm0903160","Mámi","Mámi","1937","Comedy,Romance"
"tt0029333","nm0564971","Oh, Doctor","Oh, Doctor","1937","Comedy"
"tt0029383","nm0371463","Pearls Bring Tears","Pearls Bring Tears","1937","Comedy,Drama"
"tt0029446","nm0342417","Public Wedding","Public Wedding","1937","Comedy"
"tt0029461","nm0066247,nm0807742","Radio Patrol","Radio Patrol","1937","Action,Drama"
"tt0029463","nm0071560","Ranger Courage","Ranger Courage","1937","Action,Drama,Music"
"tt0029471","nm0005708","Reconstruyendo España, número 2","Reconstruyendo España, número 2","1937","Documentary,Short,War"
"tt0029482","nm0041678","Rhythm in the Clouds","Rhythm in the Clouds","1937","Comedy,Music"
"tt0029494","nm0005847","Roaring Timber","Roaring Timber","1937","Drama,Romance"
"tt0029535","nm0293989","September in the Rain","September in the Rain","1937","Animation,Comedy,Family"
"tt0029604","nm0478441","Stage Door","Stage Door","1937","Comedy,Drama"
"tt0029606","nm0920074,nm0176699","A Star Is Born","A Star Is Born","1937","Drama"
"tt0030272","nm0163332","Injun Trouble","Injun Trouble","1938","Animation,Comedy,Family"
"tt0030294","nm0782193","Juan sin miedo","Juan sin miedo","1939","Drama"
"tt0030373","nm0780009","Little Miss Roughneck","Little Miss Roughneck","1938","Comedy,Music,Romance"
"tt0030399","nm0883334","Magdát kicsapják","Magdát kicsapják","1938","Comedy,Romance"
"tt0030441","nm0737053","Merely Mr. Hawkins","Merely Mr. Hawkins","1938","Comedy"
"tt0030508","nm0679283","No basta ser madre","No basta ser madre","1937","Drama"
"tt0030544","nm0248120","The Overland Express","The Overland Express","1938","Crime,Romance,Western"
"tt0030563","nm0175265,nm0928108","The Patient in Room 18","The Patient in Room 18","1938","Comedy,Mystery,Romance"
"tt0030611","nm0397175,nm0198246","Porky's Phoney Express","Porky's Phoney Express","1938","Animation,Comedy,Family"
"tt0030632","nm0744023","Afternoon of a Faun","Prélude à l'après-midi d'un faune","1937","Animation,Short"
"tt0030640","nm0105151","A Cruise in the Albertina","På kryss med Albertina","1938",NULL
"tt0030657","nm0245385","Rebecca of Sunnybrook Farm","Rebecca of Sunnybrook Farm","1938","Comedy,Drama,Family"
"tt0030674","nm0002061","Nobody Home","Return of the Frog","1938","Mystery"
"tt0030692","nm0631438","Romance of the Limberlost","Romance of the Limberlost","1938","Drama,Romance"
"tt0030708","nm0355010","Sailing Along","Sailing Along","1938","Comedy,Musical,Romance"
"tt0030744","nm0693281","The Shopworn Angel","The Shopworn Angel","1938","Drama,Romance,War"
"tt0030755","nm0514822","The Sisters","The Sisters","1938","Drama"
"tt0030830","nm0130024","The Country of Motzi","Tara Motilor","1939",NULL
"tt0030841","nm0615868","10th Ave Kid","Tenth Avenue Kid","1938","Crime,Drama"
"tt0030872","\N","Timber Toppers","Timber Toppers","1938","Short"
"tt0030874","nm0520419","Time Out for Trouble","Time Out for Trouble","1938","Comedy,Short"
"tt0030906","nm0050740","L'ultima carta","L'ultima carta","1938","Crime"
"tt0030914","nm0902006","Finale","Finale","1938","Comedy"
"tt0030918","\N","Unusual Occupations","Unusual Occupations","1938","Documentary,Short"
"tt0030932","nm0363235","Covered Tracks","Verwehte Spuren","1938","Drama"
"tt0030936","nm0523994","Race Suicide","Race Suicide","1938","Drama"
"tt0031220","nm0567757","Death Goes North","Death Goes North","1939","Action,Crime,Mystery"
"tt0031242","nm0454790","Donald's Lucky Day","Donald's Lucky Day","1939","Animation,Comedy,Family"
"tt0031254","nm0548098","Drunter und drüber","Drunter und drüber","1939","Comedy"
"tt0031459","nm0754351","Hätävara","Hätävara","1939","Comedy"
"tt0031490","nm0285962","Inspector Hornleigh on Holiday","Inspector Hornleigh on Holiday","1939","Crime,Drama"
"tt0031546","nm0744126","Il ladro","Il ladro","1939","Comedy"
"tt0031553","nm0383856","Landstormens lilla Lotta","Landstormens lilla Lotta","1939","Comedy"
"tt0031570","nm0552871","The Desert Song","Das Lied der Wüste","1939","Drama"
"tt0031642","nm0109264","Song to the Wind","La mia canzone al vento","1939","Comedy,Musical"
"tt0031673","nm0528690","Mothers of Today","Mothers of Today","1939",NULL
"tt0031696","nm0294137","My Pop","My Pop","1938","Comedy,Short"
"tt0031768","nm0614634","Our Neighbors - The Carters","Our Neighbors - The Carters","1939","Comedy,Drama"
"tt0031775","nm0401680","Pack Up Your Troubles","Pack Up Your Troubles","1939","Comedy,Musical,War"
"tt0031779","nm0932579","Panik","Panik","1939",NULL
"tt0031888","nm0220846,nm0856891","Sadhana","Sadhana","1939",NULL
"tt0031904","nm0000813","Screwball Football","Screwball Football","1939","Animation,Comedy,Family"
"tt0031931","nm0512798","Skanör-Falsterbo","Skanör-Falsterbo","1939","Comedy"
"tt0031941","nm0041678","Smuggled Cargo","Smuggled Cargo","1939","Drama"
"tt0031946","nm0547446","Society Lawyer","Society Lawyer","1939","Drama,Music,Mystery"
"tt0031949","nm0303120","The Dream of Butterfly","Il sogno di Butterfly","1939","Drama,Musical,Romance"
"tt0032025","nm0531674","This Man Is News","This Man Is News","1938","Comedy,Crime,Mystery"
"tt0032113","nm0002542","Waterfront","Waterfront","1939","Action,Crime,Drama"
"tt0033813","nm0924065","Larceny Street","Smash and Grab","1937","Comedy,Crime,Thriller"
"tt0121065","nm0405509","Paimen, piika ja emäntä","Paimen, piika ja emäntä","1938","Drama"
"tt0127410","\N","Abrantes","Abrantes","1937","Documentary"
"tt0123943","nm0582544","Kongen bød","Kongen bød","1938",NULL
"tt0127546","\N","Exercícios Militares nos Arredores de Lisboa","Exercícios Militares nos Arredores de Lisboa","1937",NULL
"tt0128192","nm0578933","Estoril","Estoril","1937","Documentary"
"tt0128304","nm0176470","Legião Portuguesa","Legião Portuguesa","1937","Documentary"
"tt0128829","\N","Vistas de Portugal","Vistas de Portugal","1937","Documentary"
"tt0129318","nm0168685","Primeira Exposição Pecuária da Golegã","Primeira Exposição Pecuária da Golegã","1939","Documentary"
"tt0129484","\N","Um Exercício no R.I. 12","Um Exercício no R.I. 12","1939","Documentary"
"tt0135135","nm1019504","All's Fair","All's Fair","1938","Comedy,Musical,Short"
"tt0132619","nm0002489","White Slaves","Weiße Sklaven","1937","Drama,War"
"tt0136248","nm0728774","The Wedding Journey","Die Hochzeitsreise","1939",NULL
"tt0138139","nm0211964","Wedding in Toprin","Toprini nász","1939","Adventure"
"tt0148203","nm0287888","Gandy the Goose","Gandy the Goose","1938","Animation,Short"
"tt0150602","nm0205074,nm0330207","Flying South","Flying South","1937","Animation,Short"
"tt0150895","nm0232705","Here's to the Good Old Jail","Here's to the Good Old Jail","1938","Animation,Short"
"tt0151260","nm0294758","Krok do tmy","Krok do tmy","1938","Comedy,Crime"
"tt0142801","nm0487237","The Rest Resort","The Rest Resort","1937","Animation,Short"
"tt0147885","\N","The Big Birdcast","The Big Birdcast","1938","Animation,Short"
"tt0153388","nm0637450","Ty, co w Ostrej swiecisz Bramie","Ty, co w Ostrej swiecisz Bramie","1937","Drama"
"tt0153396","nm0866299","Ulan ksiecia Józefa","Ulan ksiecia Józefa","1937","Romance,War"
"tt0154429","nm0888782","Drie flinke kerels","Drie flinke kerels","1938",NULL
"tt0152259","nm0332441,nm0365489","Sad Little Guinea Pigs","Sad Little Guinea Pigs","1938","Animation,Short"
"tt0152333","\N","Scrappy's Playmates","Scrappy's Playmates","1938","Animation,Short"
"tt0153103","nm0205074,nm0330207","The Tin Can Tourist","The Tin Can Tourist","1937","Animation,Comedy,Family"
"tt0155063","nm0024061","Pucca Rowdy","Pucca Rowdy","1937",NULL
"tt0155065","nm0869645","Puits en flammes","Puits en flammes","1937",NULL
"tt0148629","nm0546184","Poor Elmer","Poor Elmer","1938","Animation,Comedy,Family"
"tt0150092","nm0673931","Charlie Cuckoo","Charlie Cuckoo","1939","Animation,Short"
"tt0158921","nm0829954","Un scandale aux galeries","Un scandale aux galeries","1937",NULL
"tt0155962","nm0080306","Poornima","Poornima","1938",NULL
"tt0161698","nm0205074","The Ice Pond","The Ice Pond","1939","Animation,Short"
"tt0157064","nm0080332","State Express","State Express","1938",NULL
"tt0158697","nm0845330,nm0406685","Karakoram","Karakoram","1937","Documentary,Short"
"tt0160737","nm0160108","Raphaël le tatoué","Raphaël le tatoué","1939","Comedy"
"tt0166738","nm0520419","Not Guilty Enough","Not Guilty Enough","1938","Comedy,Short"
"tt0169282","nm0294758","The World Is Ours","Svet patrí nám","1937","Comedy"
"tt0169589","nm0162272","Batalión","Batalión","1937","Drama"
"tt0169760","nm0162272","Devce za výkladem","Devce za výkladem","1937",NULL
"tt0169902","nm0056334","Feu!","Feu!","1937",NULL
"tt0170436","nm0254125,nm0162272","Not a Word About Love","Kein Wort von Liebe","1937","Comedy"
"tt0170864","nm0158986","Êtes-vous jalouse?","Êtes-vous jalouse?","1938","Comedy"
"tt0177265","nm0796645","Sunday Night at the Trocadero","Sunday Night at the Trocadero","1937","Comedy,Music,Short"
"tt0179228","nm0757395","Immagini e colore","Immagini e colore","1938","Documentary"
"tt0165288","nm0588183","Fisticuffs","Fisticuffs","1938","Short,Sport"
"tt0165333","nm0537781","Jennifer Hale","Jennifer Hale","1937",NULL
"tt0165696","nm0063634,nm0295193","Convicts at Large","Convicts at Large","1938","Drama"
"tt0175000","nm0777706","Oh, Say Can You Hear?","Oh, Say Can You Hear?","1937","Comedy,Musical,Short"
"tt0175520","nm0919041","Cesta ze stínu","Cesta ze stínu","1938","Documentary,Short"
"tt0182183","nm0285551","Going Places with Lowell Thomas, #37","Going Places with Lowell Thomas, #37","1937","Documentary,Short"
"tt0161975","nm0729466","Siempre listo en las tinieblas","Siempre listo en las tinieblas","1939","Comedy,Short"
"tt0185303","nm0898106","Esa noche tuvo la culpa","Esa noche tuvo la culpa","1939",NULL
"tt0185346","nm0757615","El guapo del pueblo","El guapo del pueblo","1938",NULL
"tt0162667","nm0746740","Song of Revolt","Song of Revolt","1937","Biography,Drama,Musical"
"tt0189797","nm0051019","I've Never Stolen in My Life","Nem loptam én életemben","1939","Comedy"
"tt0190383","nm0181871","The Blue Squadron","El escuadrón azul","1938",NULL
"tt0194469","nm0700259","Trois artilleurs au pensionnat","Trois artilleurs au pensionnat","1937","Comedy"
"tt0192055","nm0354527","Les gaietés de l'exposition","Les gaietés de l'exposition","1938","Comedy"
"tt0221046","nm0124571","Every Madman to His Specialty","Cada loco con su tema","1939","Comedy,Crime,Drama"
"tt0195616","nm0121200,nm0459627,nm0352413","Crisis","Crisis","1939","Documentary,War"
"tt0220829","nm0524436","La Valentina","La Valentina","1938","Comedy,Drama,Musical"
"tt0199454","nm0386162","The West Wall","Der Westwall","1939","Documentary"
"tt0243319","nm0746740","How to Read","How to Read","1938","Comedy,Short"
"tt0239365","nm0576556","Eknath","Eknath","1938",NULL
"tt0239621","nm0682176","Menschen, Tiere, Sensationen","Menschen, Tiere, Sensationen","1938",NULL
"tt0241026","nm0902082","Stars of Variety","A varieté csillagai","1939","Drama"
"tt0229086","nm0814957","Come on Ponciano","¡Ora Ponciano!","1937","Comedy,Drama"
"tt0230436","nm0215244","The Evil Eye","Het kwade oog","1937","Drama"
"tt0238234","\N","Fudbalska utakmica Engleska-Jugoslavja","Fudbalska utakmica Engleska-Jugoslavja","1939","Documentary"
"tt0244885","nm2651169","Za zaslona","Za zaslona","1938","Drama,Romance"
"tt0246798","nm1282681","Shenmi zhi ye","Shenmi zhi ye","1937","Musical"
"tt0261955","\N","The Ringer","The Ringer","1938","Crime,Drama"
"tt0250741","nm0037558,nm0955595","Solovey","Solovey","1937","Drama"
"tt0259396","\N","The Last Voyage of Captain Grant","The Last Voyage of Captain Grant","1938","Adventure,Drama"
"tt0247438","nm0097487","Jan Výrava","Jan Výrava","1938",NULL
"tt0247461","nm0679419","Kornblumenblau","Kornblumenblau","1939","Comedy"
"tt0247505","nm0826452","Mann für Mann","Mann für Mann","1939","Adventure,Drama"
"tt0249156","nm0782703","Skandal um den Hahn","Skandal um den Hahn","1938",NULL
"tt0250127","nm0279179","Zwei Minuten von Bedeutung","Zwei Minuten von Bedeutung","1937",NULL
"tt0263745","nm1669039","Nampû no oka","Nampû no oka","1937",NULL
"tt0263420","nm0793622","Hanayome karuta","Hanayome karuta","1937","Drama"
"tt0278279","nm1221798","Actress Kyon Bani","Actress Kyon Bani","1939","Drama"
"tt0276566","nm0611242","Tita and Wong","Tita and Wong","1937","Drama,Romance"
"tt0266474","\N","In Memory of Bethune","Doctor Bethune","1939","Documentary"
"tt0267533","nm0746958","Graher Pher","Graher Pher","1937",NULL
"tt0274227","\N","Pizla a Zizla na cestách","Pizla a Zizla na cestách","1937","Comedy,Family"
"tt0303269","nm1096325,nm1096324","Cologne","Cologne","1939","Documentary,Short"
"tt0280864","nm0482735","Cairo Nights","Layali al Kahira","1939","Drama,Romance"
"tt0281273","nm0050259","Terang boelan","Terang boelan","1937","Drama"
"tt0284667","nm0237424","Yankee Doodle Home","Yankee Doodle Home","1939","Comedy,Musical,Short"
"tt0292427","nm0160280","Air Parade","Air Parade","1938","Comedy,Musical,Short"
"tt0328394","nm0437414","See Uncle Sol","See Uncle Sol","1937","Comedy,Short"
"tt0315973","nm0895733","El hombre que nació dos veces","El hombre que nació dos veces","1938",NULL
"tt0343207","nm0376221","Defying Death","Defying Death","1938","Short"
"tt0337446","nm0794630","Vysokaya nagrada","Vysokaya nagrada","1939","Drama"
"tt0344457","nm0886447","Three on a Rope","Three on a Rope","1938","Documentary,Short"
"tt0342168","nm0419282","The Canary Comes Across","The Canary Comes Across","1938","Musical,Short"
"tt0405289","nm0700721","Sam Goes Shopping","Sam Goes Shopping","1939","Comedy,Short"
"tt0378678","\N","The Royal Family of Broadway","The Royal Family of Broadway","1939","Comedy"
"tt0378965","\N","Veer Bala","Veer Bala","1938",NULL
"tt0396299","\N","Comedy Cabaret","Comedy Cabaret","1938","Comedy"
"tt0354379","nm0433292","Der andere Mann","Der andere Mann","1937","Short"
"tt0377638","nm0707413","Chhotisi Duniya","Chhotisi Duniya","1939",NULL
"tt0414444","\N","Red Peppers","Red Peppers","1938","Musical"
"tt0412077","\N","The Words Upon the Window Pane","The Words Upon the Window Pane","1938",NULL
"tt0422673","\N","The Lover","The Lover","1939","Romance"
"tt0416883","\N","Juno and the Paycock","Juno and the Paycock","1938","Drama"
"tt0417683","\N","The Fletcher Case","The Fletcher Case","1939","Crime,Drama"
"tt0417983","\N","Moonshine","Moonshine","1939","Fantasy,Short"
"tt0422692","\N","Magic","Magic","1939","Comedy"
"tt0444151","nm0901874","Der glückliche Finder","Der glückliche Finder","1937","Short"
"tt0424866","nm0100959","Bridge-Head","Bridge-Head","1939","Drama"
"tt0434035","nm0547446","A Fireside Chat with Lionel Barrymore","A Fireside Chat with Lionel Barrymore","1938","Comedy,Drama,Fantasy"
"tt0466221","nm0294137","The Great Library Misery","The Great Library Misery","1938","Comedy,Short"
"tt0461812","nm0866204","Milagros ng Nazareno sa Quiapo","Milagros ng Nazareno sa Quiapo","1937",NULL
"tt0481958","nm0105659","Das Quartett","Das Quartett","1937","Short"
"tt0479378","nm0473603","Dvoji zivot","Dvoji zivot","1939",NULL
"tt0821013","nm0777706","Skyline Revue","Skyline Revue","1938","Comedy,Music,Short"
"tt0499598","nm0389219","Wochenendfriede","Wochenendfriede","1938","Short"
"tt0787232","nm0145527","Via crucis","Via crucis","1937",NULL
"tt0494089","nm0349180","Kampf um Raum und Zeit","Kampf um Raum und Zeit","1937","Documentary"
"tt0494509","nm2143868,nm2123466","Jews without Masks","Juden ohne Maske","1937","Documentary,Short"
"tt0949386","nm0270838","Jungle Dance","Djungeldansen","1937","Documentary,Short"
"tt0867453","nm1672010","Tokyo yôsai","Tokyo yôsai","1938",NULL
"tt0896788","nm1833168","Batas ng salapi","Batas ng salapi","1939",NULL
"tt0949391","nm0619966","Rivals","Enoken no ganbari senjutsu","1939",NULL
"tt0963986","nm0701698","Hol alszunk vasárnap?","Hol alszunk vasárnap?","1937","Comedy"
"tt0953431","nm0386756","Hyôban gonin musume","Hyôban gonin musume","1939",NULL
"tt0031627","nm0003586","Marguerite : 3","Marguerite : 3","1939","Comedy"
"tt0984154","nm0270838","Tombs of Our Ancestors","Vera faders gravar","1937","Documentary,Short"
"tt0994935","nm0823864","Screen Snapshots Series 17, No. 3","Screen Snapshots Series 17, No. 3","1937","Documentary,Short"
"tt1080715","nm0839978","Kagamiyama kyôenroku","Kagamiyama kyôenroku","1938",NULL
"tt0029538","nm0281487","Service with a Smile","Service with a Smile","1937","Animation,Short"
"tt0029560","nm0283974","Siete de noviembre","Siete de noviembre","1937","Documentary,Short,War"
"tt0029579","nm0258015","Slim","Slim","1937","Drama,Romance"
"tt0029588","nm0006276","Something to Sing About","Something to Sing About","1937","Comedy,Musical"
"tt0029623","nm0051019","Sutyi, a szerencsegyerek","Sutyi, a szerencsegyerek","1938","Comedy"
"tt0029628","nm0624714","Swing It Professor","Swing It Professor","1937","Comedy,Musical"
"tt0029657","nm0484645","They Wanted to Marry","They Wanted to Marry","1937","Adventure,Comedy,Romance"
"tt0029692","nm0936823","The Trigger Trio","The Trigger Trio","1937","Western"
"tt0029732","nm0909436","Vi går landsvägen","Vi går landsvägen","1937",NULL
"tt0029801","nm0437356","Yodelin' Kid from Pine Ridge","Yodelin' Kid from Pine Ridge","1937","Western"
"tt0029813","nm0616267,nm0616268","Ski Battalion","Za sovetskuyu rodinu","1937","Action,Drama,War"
"tt0029823","nm0558127","Carnival Is Here Again","E tornato Carnevale","1937","Comedy"
"tt0029847","nm0712639","Air Devils","Air Devils","1938","Action,Adventure,Romance"
"tt0029854","nm0592056","Algarve Encantado","Algarve Encantado","1938",NULL
"tt0029856","nm0281487","All's Fair at the Fair","All's Fair at the Fair","1938","Animation,Comedy,Short"
"tt0029942","nm0851537","Boys Town","Boys Town","1938","Biography,Drama"
"tt0029949","nm0445033","Brother Rat","Brother Rat","1938","Action,Comedy,Drama"
"tt0029981","nm0898160","Cemento","Cemento","1938","Documentary,Short"
"tt0030010","nm0484645","Condemned Women","Condemned Women","1938","Drama,Romance"
"tt0030149","nm0002031","Four Daughters","Four Daughters","1938","Drama,Music,Romance"
"tt0030180","nm0652974","It Happened in Gibraltar","Gibraltar","1938","Drama,Romance,War"
"tt0030209","nm0627864","Gunsmoke Trail","Gunsmoke Trail","1938","Western"
"tt0030227","nm0091380","Hearts in Love","Heiraten - aber wen?","1938","Comedy,Romance"
"tt0030238","nm0281487","Hold It","Hold It","1938","Animation,Short"
"tt0030251","nm0003422","Hunted Men","Hunted Men","1938","Crime,Drama"
"tt0030409","nm0437356","Man from Music Mountain","Man from Music Mountain","1938","Comedy,Music,Western"
"tt0030410","nm0437717","A Man to Remember","A Man to Remember","1938","Drama,Romance"
"tt0030417","nm0558127","Il marchese di Ruvolito","Il marchese di Ruvolito","1939","Comedy"
"tt0030424","nm0719756","La Marseillaise","La Marseillaise","1938","Drama,History,Music"
"tt0030436","nm0265781","Men of the Sea","Baltiytsy","1938","Drama,War"
"tt0030445","nm0894204","Unsere kleine Frau","Unsere kleine Frau","1938","Comedy,Drama"
"tt0030453","nm0520419","The Mind Needer","The Mind Needer","1938","Comedy,Short"
"tt0030461","nm0257288","Mordsache Holm","Mordsache Holm","1938",NULL
"tt0030464","nm0498174","Mother Carey's Chickens","Mother Carey's Chickens","1938","Drama,Romance"
"tt0030469","nm0287988","Mr. Moto Takes a Chance","Mr. Moto Takes a Chance","1938","Crime,Drama,Mystery"
"tt0030483","nm0287988","Mysterious Mr. Moto","Mysterious Mr. Moto","1938","Crime,Drama,Mystery"
"tt0030506","nm0713283","No Parking","No Parking","1938","Comedy"
"tt0030514","nm0407872","Nummisuutarit","Nummisuutarit","1938","Comedy,Drama"
"tt0030680","nm0337586","Ride a Crooked Mile","Ride a Crooked Mile","1938","Crime"
"tt0030693","nm0102908","Romance of the Rockies","Romance of the Rockies","1937","Western"
"tt0030701","nm0713283","A Royal Divorce","A Royal Divorce","1938","Drama,History"
"tt0030788","nm0505354","Stagecoach Days","Stagecoach Days","1938","Action,Music,Western"
"tt0030810","nm0925028","Sue My Lawyer","Sue My Lawyer","1938","Comedy,Short"
"tt0030819","nm0776838","Swing That Cheer","Swing That Cheer","1938","Comedy,Musical,Sport"
"tt0030836","nm0281487","The Tears of an Onion","The Tears of an Onion","1938","Animation,Short"
"tt0030846","nm0083433","The Terror","The Terror","1938","Crime,Mystery"
"tt0030857","nm0355284","There's Always a Woman","There's Always a Woman","1938","Comedy,Mystery"
"tt0030881","nm0000080","Too Much Johnson","Too Much Johnson","1938","Comedy"
"tt0030908","nm0296193","Die Umwege des schönen Karl","Die Umwege des schönen Karl","1938","Comedy"
"tt0030931","nm0955072","Verliebtes Abenteuer","Verliebtes Abenteuer","1938",NULL
"tt0030966","nm0344933","What a Man!","What a Man!","1938",NULL
"tt0031014","nm0782707","6,000 Enemies","6,000 Enemies","1939","Crime,Drama,Romance"
"tt0031017","nm0018136","Cardinal Messias","Abuna Messias (Vendetta africana)","1939","Drama,History,War"
"tt0031018","nm0071560","Across the Plains","Across the Plains","1939","Western"
"tt0031104","nm0896533","Blind Alley","Blind Alley","1939","Crime,Drama,Film-Noir"
"tt0031137","nm0730018","Captain Fury","Captain Fury","1939","Action,Adventure,Romance"
"tt0031212","nm0002031","Daughters Courageous","Daughters Courageous","1939","Drama,Romance"
"tt0031253","nm0588183","Drunk Driving","Drunk Driving","1939","Drama,Short"
"tt0031267","nm0916129","El Diablo Rides","El Diablo Rides","1939","Action,Adventure,Western"
"tt0031286","nm0448915","Everything's on Ice","Everything's on Ice","1939","Musical"
"tt0031320","nm0758508","Flight at Midnight","Flight at Midnight","1939","Action,Adventure,Drama"
"tt0031327","nm0657535","Follie del secolo","Follie del secolo","1939",NULL
"tt0031335","nm0800373","Four Girls in White","Four Girls in White","1939","Comedy,Drama"
"tt0031376","nm0362041,nm0198246","Gold Rush Daze","Gold Rush Daze","1939","Animation,Comedy,Family"
"tt0031377","nm0541149","Golden Boy","Golden Boy","1939","Drama,Romance"
"tt0031415","nm0003593","Help Wanted","Help Wanted","1939","Crime,Drama,Short"
"tt0031423","nm0172485","Hidden Power","Hidden Power","1939","Action,Crime,Drama"
"tt0031437","nm0870052","Home on the Prairie","Home on the Prairie","1939","Crime,Romance,Western"
"tt0031448","nm0485647","The Hound of the Baskervilles","The Hound of the Baskervilles","1939","Horror,Mystery,Thriller"
"tt0031515","nm0128715","Joy Scouts","Joy Scouts","1939","Comedy,Family,Short"
"tt0031539","nm0220131","The Wise Mother in Law","Die kluge Schwiegermutter","1939","Comedy,Music"
"tt0031556","nm0505354","The Law Comes to Texas","The Law Comes to Texas","1939","Western"
"tt0031595","nm0851537","Lucky Night","Lucky Night","1939","Comedy,Drama"
"tt0027918","nm0738142","Luis Candelas","Luis Candelas","1937",NULL
"tt0028713","nm0281487","Chicken a la King","Chicken a la King","1937","Animation,Comedy,Family"
"tt0028715","nm0453245","China Passage","China Passage","1937","Adventure,Crime,Mystery"
"tt0028909","nm0291023,nm0657841","Fury Over Spain","Fury Over Spain","1937","Documentary,War"
"tt0028915","nm0496505","The Game That Kills","The Game That Kills","1937","Mystery,Romance,Sport"
"tt0028920","nm0414985","Gasparone","Gasparone","1937","Comedy,Musical"
"tt0028924","nm0483944","The Yellow Flag","Die gelbe Flagge","1937","Drama"
"tt0028936","nm0221423","Glamorous Night","Glamorous Night","1937","Drama,Music"
"tt0028966","nm0344927","Lady Killer","Gueule d'amour","1937","Drama,Romance,War"
"tt0028972","nm0624756","Gypsy","Gypsy","1937","Drama,Romance"
"tt0029045","nm0548098","Ihr Leibhusar","Ihr Leibhusar","1938","Comedy"
"tt0029051","nm0246495","Invasión","Invasión","1937","Documentary,Short,War"
"tt0029082","nm0503777","The King and the Chorus Girl","The King and the Chorus Girl","1937","Comedy,Romance"
"tt0029137","nm0194031","Let's Make a Night of It","Let's Make a Night of It","1937","Comedy,Musical"
"tt0029154","nm0000813","Little Red Walking Hood","Little Red Walking Hood","1937","Animation,Comedy,Family"
"tt0029235","nm0745700","The Messenger","Le messager","1937","Drama"
"tt0029268","nm0491004","Mr. Smith Carries On","Mr. Smith Carries On","1937","Crime"
"tt0029309","nm0180987","Night Key","Night Key","1937","Crime,Thriller"
"tt0029344","nm0243295","On Such a Night","On Such a Night","1937","Crime,Drama"
"tt0029357","nm0908076","Torpedoed","Our Fighting Navy","1937","Adventure,Drama,Romance"
"tt0029381","nm0101905,nm0124722,nm0625915,nm0625934","Parábola","Parábola","1937","Short"
"tt0029388","nm0383856","Pensionat Paradiset","Pensionat Paradiset","1937","Comedy"
